CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Label
École technique de Condorcet Équipe de Debate / Club d'échecs / Guilde des jeunes développeurs  ;École technique de Condorcet Équipe de Debate / Club d'échecs / Guilde des jeunes développeurs  ;CV_36;8;17;73.01;26.99;[True, True, True, True, True, True, True, False, True, False, True, False, True, True, True, True, False];['NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'SYM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE'];0
Participation à des débats publiques sur des sujets généraux Développement d'une tactique de débat appliquée qui a aidé à mener l'équipe à la victoire  Gestion d'événements pour la Guilde des jeunes développeurs  Bénévolat Soupe populaire de la Guilde des jeunes développeurs / Vélo pour tous 2017 e Service de repas aux sans-abris chaque week-end dans le cadre de la  soupe populaire organisée par la Guilde des jeunes développeurs e Enseignement du vélo aux enfants de la Fondation pour les Orphelins;Participation à des débats publiques sur des sujets généraux Développement d'une tactique de débat appliquée qui a aidé à mener l'équipe à la victoire  Gestion d'événements pour la Guilde des jeunes développeurs  Bénévolat Soupe populaire de la Guilde des jeunes développeurs / Vélo pour tous 2017 e Service de repas aux sans-abris chaque week-end dans le cadre de la  soupe populaire organisée par la Guilde des jeunes développeurs e Enseignement du vélo aux enfants de la Fondation pour les Orphelins;CV_36;9;88;100.00;0.00;[True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True];['NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PRON', 'AUX', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'SPACE', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NUM', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'SPACE', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN'];0
BENJAMIN;BENJAMIN;CV_37;0;1;0.34;99.66;[True];['PROPN'];1
SÉVENO     OBJECTIF DE CARRIÈRE  Obtenir un poste à plein temps en tant que travailleur social dans une agence multiculturelle au service de minorités et de familles ou individus réfugiés.;SÉVENO     OBJECTIF DE CARRIÈRE  Obtenir un poste à plein temps en tant que travailleur social dans une agence multiculturelle au service de minorités et de familles ou individus réfugiés.;CV_37;1;32;11.38;88.62;[True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['VERB', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADV', 'SCONJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'PUNCT'];1
 DIPLÔMES :  Faculté de droit de l'Université de Grenoble (2009)  Membre de l'association des travailleurs sociaux, Chapitre de Grenoble (2004)  INFORMATIONS DE CONTACT  ; DIPLÔMES :  Faculté de droit de l'Université de Grenoble 2009  Membre de l'association des travailleurs sociaux, Chapitre de Grenoble 2004  INFORMATIONS DE CONTACT  ;CV_37;2;35;23.45;76.55;[False, True, False, False, True, True, True, True, False, True, True, True, False, False, True, True, False, True, True, True, True, False, True, True, True, False, False, True, True, True, False];['SPACE', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'NUM', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'NUM', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
Téléphone : 01 28 56 67 89 E-mail : bs@sitesuper.fr LinkedIn : @sitevraimentsuper 12 rue de la Paix, 75110 Paris     Travailleur social  ;Téléphone : 01 28 56 67 89 E-mail : bs@sitesuper.fr LinkedIn : @sitevraimentsuper 12 rue de la Paix, 75110 Paris     Travailleur social  ;CV_37;3;25;32.07;67.93;[True, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, True, True, False, False, True, False, True, True, False];['NOUN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'SPACE'];0
HISTORIQUE DE TRAVAIL  ;HISTORIQUE DE TRAVAIL  ;CV_37;4;4;33.45;66.55;[True, True, True, False];['NOUN', 'ADP', 'NOUN', 'SPACE'];0
Assistant juridique SERVICE D'ASSISTANCES AUX POPULATIONS DÉMUNIES, 2017-PRÉSENT  ;Assistant juridique SERVICE D'ASSISTANCES AUX POPULATIONS DÉMUNIES, 2017-PRÉSENT  ;CV_37;5;11;37.24;62.76;[True, True, True, False, True, True, True, True, False, False, False];['PROPN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'PROPN', 'PUNCT', 'ADV', 'SPACE'];0
Gestion des recherches et des recommandations d'actions en justice;Gestion des recherches et des recommandations d'actions en justice;CV_37;6;10;40.69;59.31;[True, True, True, True, True, True, False, True, True, True];['NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
Organisation des dossiers nécessaires pour le tribunal Assistance aux avocats pour la préparation des procès et des audiences  Stagiaire en travail social CENTRE DE SANTÉ SAINT-DENIS, SEPT.;Organisation des dossiers nécessaires pour le tribunal Assistance aux avocats pour la préparation des procès et des audiences  Stagiaire en travail social CENTRE DE SANTÉ SAINT-DENIS, SEPT.;CV_37;7;30;51.03;48.97;[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, False, True, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT'];0
2006-MARS 2007  Prise en charge psychologique individuelle des femmes et des enfants;2006-MARS 2007  Prise en charge psychologique individuelle des femmes et des enfants;CV_37;8;13;55.52;44.48;[False, False, False, True, True, True, True, True, True, True, True, True, True];['ADV', 'NUM', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN'];0
Création de programmes utilisant la thérapie par le jeu pour les enfants  FORMATION;Création de programmes utilisant la thérapie par le jeu pour les enfants  FORMATION;CV_37;9;14;60.34;39.66;[True, True, True, True, True, True, True, True, True, True, True, True, False, True];['NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN'];0
UNIVERSITAIRE  ;UNIVERSITAIRE  ;CV_37;10;2;61.03;38.97;[True, False];['NOUN', 'SPACE'];0
Université de Saint-Denis  MASTER II;Université de Saint-Denis  MASTER II;CV_37;11;6;63.10;36.90;[True, True, False, False, True, True];['NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'ADJ'];0
ACTION SOCIALE  MAI 2007  ;ACTION SOCIALE  MAI 2007  ;CV_37;12;6;65.17;34.83;[True, True, False, True, False, False];['NOUN', 'ADJ', 'SPACE', 'NOUN', 'NUM', 'SPACE'];0
- Diplôme obtenu avec mention Très bien  ;- Diplôme obtenu avec mention Très bien  ;CV_37;13;8;67.93;32.07;[False, True, True, True, True, True, True, False];['PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADV', 'ADV', 'SPACE'];0
- Prix de mémoire de Master II : Psychologie du changement durable  ;- Prix de mémoire de Master II : Psychologie du changement durable  ;CV_37;14;13;72.41;27.59;[False, True, True, True, True, True, True, False, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE'];0
- Membre de la société pour les travailleurs sociaux et les entrepreneurs  Université de Saint-Denis  LICENCE EN PSYCHOLOGIE  MAI 2001  ;- Membre de la société pour les travailleurs sociaux et les entrepreneurs  Université de Saint-Denis  LICENCE EN PSYCHOLOGIE  MAI 2001  ;CV_37;15;24;80.69;19.31;[False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, False, True, True, True, False, True, False, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'VERB', 'SPACE', 'NOUN', 'NUM', 'SPACE'];0
Félicitations du jury  Finaliste, meilleure Thèse : « La psychologie au service de l'interculturalisme » Membre de l'association Jeunes Leaders d'action sociale  DIPLÔMES :  ;Félicitations du jury  Finaliste, meilleure Thèse : « La psychologie au service de l'interculturalisme » Membre de l'association Jeunes Leaders d'action sociale  DIPLÔMES :  ;CV_37;16;31;91.38;8.62;[True, True, True, False, True, False, True, True, False, False, True, True, True, True, True, False, True, False, True, True, False, True, True, True, False, True, True, False, True, False, False];['NOUN', 'ADP', 'NOUN', 'SPACE', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'PUNCT', 'SPACE'];0
- Travailleur social agréé (Décembre 2008);- Travailleur social agréé Décembre 2008;CV_37;17;8;94.14;5.86;[False, True, True, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NUM'];0
- Membre de l'Association des travailleurs sociaux;- Membre de l'Association des travailleurs sociaux;CV_37;18;8;96.90;3.10;[False, True, True, False, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ'];0
- Membre du groupe d'action sociale de Condorcet;- Membre du groupe d'action sociale de Condorcet;CV_37;19;9;100.00;0.00;[False, True, True, True, False, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'];0
MICHELLE ANDRÉ  ;MICHELLE ANDRÉ  ;CV_38;0;3;0.85;99.15;[True, True, False];['NOUN', 'PROPN', 'SPACE'];1
Assitante de direction  PROFIL PROFESSIONNEL  ;Assitante de direction  PROFIL PROFESSIONNEL  ;CV_38;1;7;2.84;97.16;[True, True, True, False, True, True, False];['PROPN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'SPACE'];0
Assistante de direction qualifiée avec plus de 10 ans d'expérience dans le domaine de la coordination, planification et des tâches opérationnelles et administratives quotidiennes  COORDONNÉES  + _ Téléphone :;Assistante de direction qualifiée avec plus de 10 ans d'expérience dans le domaine de la coordination, planification et des tâches opérationnelles et administratives quotidiennes  COORDONNÉES  + _ Téléphone :;CV_38;2;33;12.22;87.78;[True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, False, False, False, True, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'ADJ', 'SPACE', 'PROPN', 'SPACE', 'ADP', 'SPACE', 'NOUN', 'PUNCT'];0
01 23 46 67 89 +_ Portable :;01 23 46 67 89 +_ Portable :;CV_38;3;9;14.77;85.23;[False, False, False, False, False, False, False, True, False];['NOUN', 'DET', 'DET', 'DET', 'DET', 'ADP', 'SPACE', 'ADJ', 'PUNCT'];0
01 23 56 89 99  + _bonjour@supersite.fr  *_ www.sitevraiementsuper.fr + _12,rue;01 23 56 89 99  + _bonjour@supersite.fr  *_ www.sitevraiementsuper.fr + _12,rue;CV_38;4;16;19.32;80.68;[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False];['NOUN', 'DET', 'DET', 'DET', 'DET', 'SPACE', 'ADP', 'SPACE', 'PROPN', 'SPACE', 'ADP', 'ADJ', 'PROPN', 'ADP', 'SPACE', 'NOUN'];0
Desaix 75000 Paris  ;Desaix 75000 Paris  ;CV_38;5;4;20.45;79.55;[True, False, True, False];['NOUN', 'NUM', 'PROPN', 'SPACE'];0
QUALIFICATIONS  Plus d'une décennie de service à la préparation de rapports précis et soigneusement documentés, la gestion d' agendas chargés et la gestion des tâches quotidiennes de secrétériat.  ;QUALIFICATIONS  Plus d'une décennie de service à la préparation de rapports précis et soigneusement documentés, la gestion d' agendas chargés et la gestion des tâches quotidiennes de secrétériat.  ;CV_38;6;34;30.11;69.89;[True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, False];['NOUN', 'SPACE', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADV', 'VERB', 'PUNCT', 'DET', 'NOUN', 'ADP', 'ADP', 'NOUN', 'VERB', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'SPACE'];0
COMPÉTENCES ET SAVOIR;COMPÉTENCES ET SAVOIR;CV_38;7;3;30.97;69.03;[True, True, True];['NOUN', 'CCONJ', 'NOUN'];0
-FAIRE  + Compétences en communication et relations interpersonnelles  ;-FAIRE  + Compétences en communication et relations interpersonnelles  ;CV_38;8;11;34.09;65.91;[False, False, False, True, True, True, True, True, True, False];['PUNCT', 'SPACE', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'SPACE'];0
-;-;CV_38;9;1;34.38;65.62;[False];['PUNCT'];0
Excellentes compétences organisationnelles et capacité de mener plusieurs tâches en même temps  ;Excellentes compétences organisationnelles et capacité de mener plusieurs tâches en même temps  ;CV_38;10;13;38.07;61.93;[True, True, True, True, True, True, True, True, True, True, True, True, False];['ADJ', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE'];0
-;-;CV_38;11;1;38.35;61.65;[False];['PUNCT'];0
Excellentes compétences en expression écrite  * Anglais et espagnol courants     EXPÉRIENCE PROFESSIONNELLE  ;Excellentes compétences en expression écrite  * Anglais et espagnol courants     EXPÉRIENCE PROFESSIONNELLE  ;CV_38;12;15;42.61;57.39;[True, True, True, True, True, False, False, True, True, True, True, False, True, True, False];['ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'SPACE', 'ADP', 'PROPN', 'CCONJ', 'ADJ', 'ADJ', 'SPACE', 'NOUN', 'PROPN', 'SPACE'];0
Assitante de direction  ABC Saint-Denis (janvier 2014;Assitante de direction  ABC Saint-Denis janvier 2014;CV_38;13;9;45.17;54.83;[True, True, True, False, True, False, True, False];['PROPN', 'ADP', 'NOUN', 'SPACE', 'PROPN', 'PROPN', 'NOUN', 'NUM'];0
- présent)  + Offre un soutien administratif au PDG et à d'autres membres de l'équipe de direction.;- présent  + Offre un soutien administratif au PDG et à d'autres membres de l'équipe de direction.;CV_38;14;22;51.42;48.58;[False, True, False, False, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, False];['PUNCT', 'ADJ', 'SPACE', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
 ; ;CV_38;15;1;51.70;48.30;[False];['SPACE'];0
+ Maintient l'agenda du PDG: planifie des réunions, des téléconférences et des voyages.;+ Maintient l'agenda du PDG: planifie des réunions, des téléconférences et des voyages.;CV_38;16;17;56.53;43.47;[False, True, False, True, True, True, False, True, True, True, False, True, True, True, True, True, False];['ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT'];0
 ; ;CV_38;17;1;56.82;43.18;[False];['SPACE'];0
Assitante de direction Cabinet DEF de Saint-Denis (juin 2009;Assitante de direction Cabinet DEF de Saint-Denis juin 2009;CV_38;18;10;59.66;40.34;[True, True, True, True, True, True, False, True, False];['PROPN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'NUM'];0
- jan 2014)  + Offrir de l'aide à l'associé principal du cabinet.  + Gestion des dépôts bancaires et autres documents de comptabiité.;- jan 2014  + Offrir de l'aide à l'associé principal du cabinet.  + Gestion des dépôts bancaires et autres documents de comptabiité.;CV_38;19;29;67.90;32.10;[False, True, False, False, False, True, True, False, True, True, False, True, True, True, True, False, False, False, True, True, True, True, True, True, True, True, True, False];['PUNCT', 'NOUN', 'NUM', 'SPACE', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'SPACE', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
+ Planification et coordination des initiatives de RP, des événements commerciaux, et plus encore.  FORMATION  Université de Nantes  DU en gestion des entreprises , classe de 2009  + Secrétaire du club de marketing de l'Université de Nantes + _ Membr;+ Planification et coordination des initiatives de RP, des événements commerciaux, et plus encore.  FORMATION  Université de Nantes  DU en gestion des entreprises , classe de 2009  + Secrétaire du club de marketing de l'Université de Nantes + _ Membr;CV_38;20;67;86.93;13.07;[False, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, False, False, True, False, True, True, True, False, True, True, True, True, True, False, True, True, False, False, False, True, True, True, True, True, True, False, True, True, True, False, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, False, False];['ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'ADV', 'PUNCT', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'ADP', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NUM', 'SPACE', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'SPACE', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'SPACE'];0
20056;20056;CV_38;21;1;87.22;12.78;[False];['SPACE'];0
Baccalauréat  Major de promotion  + _ Secrétaire, Secrétaire du club d'entrepreneuriat, + Membre du conseil étudiant  +.;Baccalauréat  Major de promotion  + _ Secrétaire, Secrétaire du club d'entrepreneuriat, + Membre du conseil étudiant  +.;CV_38;22;24;94.03;5.97;[True, False, True, True, True, False, False, False, True, False, True, True, True, False, True, False, False, True, True, True, True, False, False, False];['NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'ADP', 'SPACE', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'ADP', 'PUNCT'];0
Membre du Club de la culture  + Membre du Club d'espagnol  + Membre du cCub des étudiants étrangers;Membre du Club de la culture  + Membre du Club d'espagnol  + Membre du cCub des étudiants étrangers;CV_38;23;21;100.00;0.00;[True, True, True, True, True, True, False, False, True, True, True, False, True, False, False, True, True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADJ'];0
